POSTING DATE,TRANSACTION DATE,TAG/PLATE NUMBER,AGENCY,DESCRIPTION,ENTRY TIME,ENTRY PLAZA,ENTRY LANE,EXIT TIME,EXIT PLAZA,EXIT LANE,VEHICLE TYPE CODE,AMOUNT,PREPAID,PLAN/RATE,FARE TYPE,BALANCE
05/12/2024,05/10/2024,U51SUE-NJ,GSP,TOLL,,-,-,12:38:04,TRV,06n,1,($1.05),Y,BUSINESS,N,$643.12
05/12/2024,05/10/2024,P45SKT-NJ,GSP,TOLL,,-,-,16:06:27,TRV,05n,1,($1.05),Y,BUSINESS,N,$644.17
05/12/2024,05/10/2024,H18SHK-NJ,GSP,TOLL,,-,-,15:16:02,TRV,07n,1,($1.05),Y,BUSINESS,N,$645.22
05/12/2024,05/10/2024,H18SHK-NJ,GSP,TOLL,,-,-,13:35:56,LWN,01n,1,($0.73),Y,BUSINESS,N,$646.27
05/12/2024,05/12/2024,02214781100,GSP,TOLL,,-,-,04:11:42,LWS,04S,1,($0.73),Y,BUSINESS,N,$647.00
05/12/2024,05/10/2024,U51SUE-NJ,GSP,TOLL,,-,-,12:53:05,ASP,12n,1,($2.09),Y,BUSINESS,N,$647.73
05/12/2024,05/10/2024,P45SKT-NJ,GSP,TOLL,,-,-,15:21:25,TRV,13s,1,($1.05),Y,BUSINESS,N,$649.82
05/12/2024,05/10/2024,J46SMX-NJ,GSP,TOLL,,-,-,13:17:12,LWS,01s,1,($0.73),Y,BUSINESS,N,$650.87
05/12/2024,05/10/2024,U51SUE-NJ,GSP,TOLL,,-,-,14:22:38,BER,11n,1,($2.09),Y,BUSINESS,N,$651.60
05/12/2024,05/12/2024,02214781100,GSP,TOLL,,-,-,03:42:59,RAS,13S,1,($2.09),Y,BUSINESS,N,$653.69
05/12/2024,05/12/2024,02214781100,GSP,TOLL,,-,-,03:21:21,ESS,09S,1,($2.09),Y,BUSINESS,N,$655.78
05/12/2024,05/12/2024,02214781100,GSP,TOLL,,-,-,00:35:48,ESS,09S,1,($2.09),Y,BUSINESS,N,$657.87
05/12/2024,05/10/2024,P46SKT-NJ,GSP,TOLL,,-,-,07:06:44,TRV,05n,1,($1.05),Y,BUSINESS,N,$659.96
05/11/2024,05/11/2024,02214781100,GSP,TOLL,,-,-,21:10:25,UNI,14N,1,($2.09),Y,BUSINESS,N,$661.01
05/11/2024,05/11/2024,02214781100,GSP,TOLL,,-,-,20:36:09,ASP,11N,1,($2.09),Y,BUSINESS,N,$663.10
05/11/2024,05/11/2024,02214781100,GSP,TOLL,,-,-,20:23:59,LWN,04N,1,($0.73),Y,BUSINESS,N,$665.19
05/11/2024,05/10/2024,U51SUE-NJ,NYSTA,TOLL,,-,-,15:02:12,HA,02N,2L,($2.19),Y,BUSINESS,N,$665.92
05/11/2024,05/01/2024,F56SDB-NJ,MTAB&T,TOLL,,-,-,08:18:15,QMT,002,-,($11.19),Y,BUSINESS,N,$668.11
05/11/2024,05/11/2024,02214781100,GSP,TOLL,,-,-,01:45:15,ESS,06S,1,($2.09),Y,BUSINESS,N,$679.30
05/11/2024,05/10/2024,02214781099,GSP,TOLL,,-,-,23:57:28,LWS,04S,1,($0.73),Y,BUSINESS,N,$681.39
05/10/2024,05/10/2024,J49PCA-NJ,GSP,TOLL,,-,-,00:20:11,ASP,11n,1,($2.09),Y,BUSINESS,N,$682.12
05/10/2024,05/10/2024,02214781100,GSP,TOLL,,-,-,19:15:40,ASP,10N,1,($2.09),Y,BUSINESS,N,$684.21
05/10/2024,05/10/2024,02214781100,GSP,TOLL,,-,-,19:10:50,BEN,03N,1,($0.73),Y,BUSINESS,N,$686.30
05/10/2024,05/10/2024,02214781100,GSP,TOLL,,-,-,19:50:03,UNI,14N,1,($2.09),Y,BUSINESS,N,$687.03
05/10/2024,05/09/2024,H18SHK-NJ,GSP,TOLL,,-,-,22:03:56,TRV,11s,1,($1.05),Y,BUSINESS,N,$689.12
05/10/2024,05/09/2024,P47SKT-NJ,GSP,TOLL,,-,-,15:54:24,ASP,10n,1,($2.09),Y,BUSINESS,N,$690.17
