POSTING DATE,TRANSACTION DATE,TAG/PLATE NUMBER,AGENCY,DESCRIPTION,ENTRY TIME,ENTRY PLAZA,ENTRY LANE,EXIT TIME,EXIT PLAZA,EXIT LANE,VEHICLE TYPE CODE,AMOUNT,PREPAID,PLAN/RATE,FARE TYPE,BALANCE
05/30/2023,05/30/2023,02214781103,NJTP,TOLL,17:57:55,14 ,02E,18:06:04,13 ,03X,1,($2.08),Y,BUSINESS,N,$1459.41
05/30/2023,05/29/2023,02214781099,NYSTA,TOLL,,-,-,14:24:44,GIN,03S,2L,($1.09),Y,BUSINESS,N,$1461.49
05/30/2023,05/29/2023,02212261422,NYSTA,TOLL,,-,-,11:54:34,GIN,03S,2L,($1.09),Y,BUSINESS,N,$1462.58
05/30/2023,05/29/2023,02212261422,NYSTA,TOLL,,-,-,07:11:54,GIS,03N,2L,($1.09),Y,BUSINESS,N,$1463.67
05/30/2023,05/30/2023,02214781103,NJTP,TOLL,10:17:03,1  ,17E,10:53:41,2  ,04X,1,($1.48),Y,BUSINESS,N,$1464.76
05/30/2023,05/29/2023,02214781100,PANYNJ,TOLL,,-,-,19:16:02,GB ,02,-,($14.75),Y,BUSINESS,N,$1466.24
05/30/2023,05/30/2023,02214781100,MTAB&T,TOLL,,-,-,01:10:04,VNB,008,-,($10.17),Y,BUSINESS,N,$1480.99
05/30/2023,05/29/2023,02214781100,MTAB&T,TOLL,,-,-,19:34:09,VNB,020,-,($10.17),Y,BUSINESS,N,$1491.16
05/30/2023,05/29/2023,02212261422,NFBC,TOLL,,-,-,08:06:05,RB,4,-,($5.00),Y,BUSINESS,N,$1501.33
05/30/2023,05/30/2023,02214781100,GSP,TOLL,,-,-,01:57:49,BES,03S,1,($0.70),Y,BUSINESS,N,$1506.33
05/30/2023,05/30/2023,02214781100,GSP,TOLL,,-,-,01:28:42,RAS,13S,1,($2.02),Y,BUSINESS,N,$1507.03
05/30/2023,05/29/2023,02214781099,GSP,TOLL,,-,-,22:17:45,BES,03S,1,($0.70),Y,BUSINESS,N,$1509.05
05/29/2023,05/29/2023,02214781099,GSP,TOLL,,-,-,21:56:27,RAS,11S,1,($2.02),Y,BUSINESS,N,$1509.75
05/29/2023,05/29/2023,02214781100,NJTP,TOLL,18:57:37,11 ,05E,19:07:37,13 ,09X,1,($1.80),Y,BUSINESS,N,$1511.77
05/29/2023,05/29/2023,02214781105,GSP,TOLL,,-,-,18:02:50,BRN,04N,1,($0.70),Y,BUSINESS,N,$1513.57
05/29/2023,05/29/2023,02214781105,GSP,TOLL,,-,-,19:16:41,BER,11N,1,($2.02),Y,BUSINESS,N,$1514.27
05/29/2023,05/29/2023,02214781105,GSP,TOLL,,-,-,19:00:50,UNI,16N,1,($2.02),Y,BUSINESS,N,$1516.29
05/29/2023,05/29/2023,02214781105,GSP,TOLL,,-,-,18:12:33,ASP,12N,1,($2.02),Y,BUSINESS,N,$1518.31
05/29/2023,05/29/2023,02214781100,GSP,TOLL,,-,-,18:18:45,ASP,11N,1,($2.02),Y,BUSINESS,N,$1520.33
05/29/2023,05/29/2023,02214781100,GSP,TOLL,,-,-,18:02:34,TRV,07N,1,($1.01),Y,BUSINESS,N,$1522.35
05/29/2023,05/28/2023,G53RRF-NJ,NYSTA,TOLL,,-,-,18:41:23,HA,03S,2L,($1.54),Y,BUSINESS,N,$1523.36
05/29/2023,05/28/2023,02214781105,GSP,TOLL,,-,-,22:18:51,BRS,02S,1,($0.70),Y,BUSINESS,N,$1524.90
05/29/2023,05/28/2023,02214781105,GSP,TOLL,,-,-,22:21:32,LWS,02S,1,($0.70),Y,BUSINESS,N,$1525.60
05/28/2023,05/28/2023,02214781105,GSP,TOLL,,-,-,21:01:10,ESS,09S,1,($2.02),Y,BUSINESS,N,$1526.30
05/28/2023,05/28/2023,02214781105,GSP,TOLL,,-,-,20:46:07,PVK,06S,1,($2.02),Y,BUSINESS,N,$1528.32
05/28/2023,05/28/2023,02214781105,GSP,TOLL,,-,-,21:24:57,RAS,14S,1,($2.02),Y,BUSINESS,N,$1530.34
05/28/2023,05/28/2023,02214781105,GSP,TOLL,,-,-,21:55:26,BRN,03N,1,($0.70),Y,BUSINESS,N,$1532.36
05/28/2023,05/28/2023,02214781105,GSP,TOLL,,-,-,21:53:15,BRS,01S,1,($0.70),Y,BUSINESS,N,$1533.06
05/28/2023,05/28/2023,02214781087,NJTP,TOLL,11:41:29,6  ,10E,11:52:30,7A ,10X,1,($3.08),Y,BUSINESS,N,$1533.76
05/28/2023,05/28/2023,02214781105,MTAB&T,TOLL,,-,-,08:53:32,HCT,014,-,($10.17),Y,BUSINESS,N,$1536.84
05/28/2023,05/28/2023,02214781098,MTAB&T,TOLL,,-,-,02:45:57,QMT,002,-,($10.17),Y,BUSINESS,N,$1547.01
05/28/2023,05/28/2023,02214781098,MTAB&T,TOLL,,-,-,03:58:45,QMT,015,-,($10.17),Y,BUSINESS,N,$1557.18
05/28/2023,05/27/2023,02214781103,MTAB&T,TOLL,,-,-,20:03:42,VNB,007,-,($10.17),Y,BUSINESS,N,$1567.35
05/28/2023,05/27/2023,02214781103,DRJTBC,TOLL,00:00:00,-,-,22:42:11,O78,12W,1,($1.25),Y,BUSINESS,N,$1577.52
05/28/2023,05/27/2023,02214781103,DRJTBC,TOLL,00:00:00,-,-,00:17:22,O78,12W,1,($1.25),Y,BUSINESS,N,$1578.77
05/28/2023,05/28/2023,02214781095,GSP,TOLL,,-,-,00:31:47,BRS,02S,1,($0.70),Y,BUSINESS,N,$1580.02
05/28/2023,05/27/2023,02214781095,GSP,TOLL,,-,-,23:45:31,ESS,11S,1,($2.02),Y,BUSINESS,N,$1580.72
05/27/2023,05/27/2023,02214781103,NJTP,TOLL,20:12:49,13 ,15E,20:23:22,15W,08X,1,($3.57),Y,BUSINESS,N,$1582.74
05/27/2023,05/27/2023,02214781103,GSP,TOLL,,-,-,20:29:16,EOR,03S,1,($1.39),Y,BUSINESS,N,$1586.31
05/27/2023,05/27/2023,S83RRJ-NJ,MTAB&T,TOLL,,-,-,11:22:02,VNB,014,-,($10.17),Y,BUSINESS,N,$1587.70
05/27/2023,05/27/2023,02214781103,PANYNJ,TOLL,,-,-,11:12:57,GB ,04,-,($14.75),Y,BUSINESS,N,$1597.87
05/27/2023,05/25/2023,G53RRF-NJ,NYSTA,TOLL,,-,-,16:54:17,HA,03N,2L,($1.54),Y,BUSINESS,N,$1612.62
