POSTING DATE,TRANSACTION DATE,TAG/PLATE NUMBER,AGENCY,DESCRIPTION,ENTRY TIME,ENTRY PLAZA,ENTRY LANE,EXIT TIME,EXIT PLAZA,EXIT LANE,VEHICLE TYPE CODE,AMOUNT,PREPAID,PLAN/RATE,FARE TYPE,BALANCE
06/09/2023,06/08/2023,02214781098,MTAB&T,TOLL,,-,-,23:38:25,VNB,020,-,($10.17),Y,BUSINESS,N,$915.34
06/09/2023,06/08/2023,02214781098,MTAB&T,TOLL,,-,-,21:29:22,VNB,007,-,($10.17),Y,BUSINESS,N,$925.51
06/09/2023,06/07/2023,X18NMX-NJ,GSP,TOLL,,-,-,23:11:08,RAS,15s,1,($2.02),Y,BUSINESS,N,$935.68
06/09/2023,06/07/2023,L12PSP-NJ,GSP,TOLL,,-,-,23:21:56,RAS,11s,1,($2.02),Y,BUSINESS,N,$937.70
06/09/2023,06/07/2023,X18NMX-NJ,GSP,TOLL,,-,-,22:53:33,ESS,11s,1,($2.02),Y,BUSINESS,N,$939.72
06/09/2023,06/07/2023,02214781103,DelDOT,TOLL,,-,-,17:37:25,D95,41,-,($4.00),Y,BUSINESS,N,$941.74
06/09/2023,06/05/2023,B52RCN-NJ,GSP,TOLL,,-,-,20:42:25,LWN,01n,1,($0.70),Y,BUSINESS,N,$945.74
06/09/2023,06/07/2023,X18NMX-NJ,GSP,TOLL,,-,-,18:17:43,BER,09n,1,($2.02),Y,BUSINESS,N,$946.44
06/09/2023,06/08/2023,02214781098,GSP,TOLL,,-,-,22:58:28,ASP,10N,1,($2.02),Y,BUSINESS,N,$948.46
06/08/2023,06/08/2023,02214781098,GSP,TOLL,,-,-,22:49:06,BRN,04N,1,($0.70),Y,BUSINESS,N,$950.48
06/08/2023,06/08/2023,02214781098,GSP,TOLL,,-,-,22:18:44,BRS,02S,1,($0.70),Y,BUSINESS,N,$951.18
06/08/2023,06/08/2023,02214781098,GSP,TOLL,,-,-,21:52:00,RAS,15S,1,($2.02),Y,BUSINESS,N,$951.88
06/08/2023,06/08/2023,02214781092,GSP,TOLL,,-,-,19:04:13,LWS,01S,1,($0.70),Y,BUSINESS,N,$953.90
06/08/2023,06/07/2023,X18NMX-NJ,GSP,TOLL,,-,-,16:57:49,BEN,05n,1,($0.70),Y,BUSINESS,N,$954.60
06/08/2023,06/07/2023,X18NMX-NJ,GSP,TOLL,,-,-,17:34:38,UNI,16n,1,($2.02),Y,BUSINESS,N,$955.30
06/08/2023,06/07/2023,02214781103,MdTA,TOLL,,-,-,19:06:44,FMT,63,-,($4.00),Y,BUSINESS,N,$957.32
06/08/2023,06/07/2023,02214781100,MTAB&T,TOLL,,-,-,22:58:24,VNB,009,-,($10.17),Y,BUSINESS,N,$961.32
