POSTING DATE,TRANSACTION DATE,TAG/PLATE NUMBER,AGENCY,DESCRIPTION,ENTRY TIME,ENTRY PLAZA,ENTRY LANE,EXIT TIME,EXIT PLAZA,EXIT LANE,VEHICLE TYPE CODE,AMOUNT,PREPAID,PLAN/RATE,FARE TYPE,BALANCE
05/27/2024,05/26/2024,02214781088,NYNJArpt,EPS,17:25:05,JFB,201,18:02:45,JFB,204,-,$12.00,Y,STANDARD,N,$702.29
05/27/2024,05/26/2024,02214781088,MTAB&T,TOLL,,-,-,19:47:48,HCT,002,-,($11.19),Y,BUSINESS,N,$714.29
05/27/2024,05/26/2024,J49PCA-NJ,GSP,TOLL,,-,-,10:40:20,BRN,04n,1,($0.73),Y,BUSINESS,N,$725.48
05/27/2024,05/26/2024,J49PCA-NJ,GSP,TOLL,,-,-,10:49:40,ASP,11n,1,($2.09),Y,BUSINESS,N,$726.21
05/27/2024,05/26/2024,J49PCA-NJ,GSP,TOLL,,-,-,11:20:32,UNI,13n,1,($2.09),Y,BUSINESS,N,$728.30
05/27/2024,05/25/2024,P45SKT-NJ,GSP,TOLL,,-,-,22:53:44,TRV,06n,1,($1.05),Y,BUSINESS,N,$730.39
05/27/2024,05/24/2024,02214781092,NJTP,TOLL,,-,-,11:53:51,16E,02X,1,($4.03),Y,BUSINESS,M,$731.44
05/26/2024,05/25/2024,P45SKT-NJ,GSP,TOLL,,-,-,17:38:20,TRV,11s,1,($1.05),Y,BUSINESS,N,$735.47
05/26/2024,05/26/2024,02214781099,GSP,TOLL,,-,-,15:57:28,BER,06N,1,($2.09),Y,BUSINESS,N,$736.52
05/26/2024,05/26/2024,02214781099,GSP,TOLL,,-,-,15:37:31,UNI,13N,1,($2.09),Y,BUSINESS,N,$738.61
05/26/2024,05/26/2024,02214781099,GSP,TOLL,,-,-,14:12:08,ASP,12N,1,($2.09),Y,BUSINESS,N,$740.70
05/26/2024,05/26/2024,02214781099,GSP,TOLL,,-,-,14:01:12,LWN,01N,1,($0.73),Y,BUSINESS,N,$742.79
05/26/2024,05/25/2024,F56SDB-NJ,PANYNJ,TOLL,,-,-,14:04:20,HT ,04,-,($15.38),Y,BUSINESS,N,$743.52
05/26/2024,05/24/2024,P45SKT-NJ,GSP,TOLL,,-,-,14:26:53,TRV,07n,1,($1.05),Y,BUSINESS,N,$758.90
05/26/2024,05/24/2024,P45SKT-NJ,GSP,TOLL,,-,-,13:45:00,TRV,13s,1,($1.05),Y,BUSINESS,N,$759.95
05/25/2024,05/22/2024,A67UKA-NJ,GSP,TOLL,,-,-,14:32:56,LWS,01s,1,($0.73),Y,BUSINESS,N,$761.00
05/25/2024,05/25/2024,02214781100,GSP,TOLL,,-,-,17:32:30,TRV,11S,1,($1.05),Y,BUSINESS,N,$761.73
05/25/2024,05/25/2024,02214781099,GSP,TOLL,,-,-,17:35:39,TRV,11S,1,($1.05),Y,BUSINESS,N,$762.78
05/25/2024,05/25/2024,02214781093,PANYNJ,TOLL,,-,-,08:03:42,GWU,04,-,($13.38),Y,BUSINESS,N,$763.83
05/25/2024,05/24/2024,H18SHK-NJ,NYSTA,TOLL,,-,-,21:53:45,MCB,16S,2L,($10.94),Y,BUSINESS,N,$777.21
05/25/2024,05/25/2024,02214781093,NJTP,TOLL,07:41:36,13 ,15E,07:55:28,18W,08X,1,($7.06),Y,BUSINESS,N,$788.15
05/25/2024,05/16/2024,H18SHK-NJ,DelDOT,TOLL,,-,-,14:53:45,SLS,22,-,($5.60),Y,BUSINESS,N,$795.21
05/24/2024,05/24/2024,02214781092,PANYNJ,TOLL,,-,-,12:01:17,LT ,06,-,($13.38),Y,BUSINESS,N,$800.81
05/24/2024,05/24/2024,02214781099,GSP,TOLL,,-,-,15:15:52,LWN,04N,1,($0.73),Y,BUSINESS,N,$814.19
05/24/2024,05/23/2024,02214781088,PANYNJ,TOLL,,-,-,17:37:25,GB ,06,-,($15.38),Y,BUSINESS,N,$814.92
05/24/2024,05/24/2024,02214781099,GSP,TOLL,,-,-,13:33:41,LWS,04S,1,($0.73),Y,BUSINESS,N,$830.30
05/24/2024,05/23/2024,02214781088,MTAB&T,TOLL,,-,-,23:38:41,QMT,002,-,($11.19),Y,BUSINESS,N,$831.03
05/24/2024,05/24/2024,02214781088,MTAB&T,TOLL,,-,-,00:40:15,HCT,003,-,($11.19),Y,BUSINESS,N,$842.22
05/24/2024,05/23/2024,02214781088,MTAB&T,TOLL,,-,-,17:47:20,VNB,014,-,($11.19),Y,BUSINESS,N,$853.41
05/24/2024,05/23/2024,02214781088,MTAB&T,TOLL,,-,-,16:28:57,VNB,001,-,($11.19),Y,BUSINESS,N,$864.60
05/24/2024,05/23/2024,02214781088,NYNJArpt,EPS,22:39:07,JFB,205,23:04:21,JFB,204,-,$6.00,Y,STANDARD,N,$875.79
05/24/2024,05/23/2024,02214781088,NYNJArpt,EPS,09:43:53,EWM,915,10:49:11,EWM,958,-,$15.75,Y,STANDARD,N,$881.79
05/24/2024,05/23/2024,H21SHK-NJ,GSP,TOLL,,-,-,07:13:26,BAR,08s,1,($2.09),Y,BUSINESS,N,$897.54
