POSTING DATE,TRANSACTION DATE,TAG/PLATE NUMBER,AGENCY,DESCRIPTION,ENTRY TIME,ENTRY PLAZA,ENTRY LANE,EXIT TIME,EXIT PLAZA,EXIT LANE,VEHICLE TYPE CODE,AMOUNT,PREPAID,PLAN/RATE,FARE TYPE,BALANCE
07/20/2023,07/11/2023,Z353594-NJ,GSP,TOLL,,-,-,18:54:41,PVK,07s,1,($2.02),Y,BUSINESS,N,$994.36
07/20/2023,07/10/2023,A72PDF-NJ,GSP,TOLL,,-,-,20:21:32,TRV,05n,1,($1.01),Y,BUSINESS,N,$996.38
07/20/2023,07/10/2023,J49PCA-NJ,GSP,TOLL,,-,-,05:45:16,ASP,06n,1,($2.02),Y,BUSINESS,N,$997.39
07/20/2023,07/10/2023,J49PCA-NJ,GSP,TOLL,,-,-,05:31:52,LWN,02n,1,($0.70),Y,BUSINESS,N,$999.41
07/20/2023,07/16/2023,Z353594-NJ,PANYNJ,TOLL,,-,-,13:06:50,GB ,04,-,($14.75),Y,BUSINESS,N,$1000.11
07/20/2023,07/16/2023,Z353586-NJ,MTAB&T,TOLL,,-,-,17:26:27,VNB,002,-,($10.17),Y,BUSINESS,N,$1014.86
07/20/2023,07/16/2023,Z353594-NJ,MTAB&T,TOLL,,-,-,13:45:53,MPB,004,-,($5.09),Y,BUSINESS,N,$1025.03
07/20/2023,07/16/2023,Z353594-NJ,MTAB&T,TOLL,,-,-,13:23:03,VNB,020,-,($10.17),Y,BUSINESS,N,$1030.12
07/20/2023,07/20/2023,02214781095,GSP,TOLL,,-,-,12:42:17,TRV,11S,1,($1.01),Y,BUSINESS,N,$1040.29
07/20/2023,07/10/2023,J49PCA-NJ,PANYNJ,TOLL,,-,-,06:18:24,OBX,08,-,($14.75),Y,BUSINESS,N,$1041.30
07/20/2023,07/20/2023,02214781096,MTAB&T,TOLL,,-,-,02:31:37,BWB,001,-,($10.17),Y,BUSINESS,N,$1056.05
07/20/2023,07/19/2023,02214781096,MTAB&T,TOLL,,-,-,21:50:03,QMT,002,-,($10.17),Y,BUSINESS,N,$1066.22
07/20/2023,06/28/2023,02214781105,NJTP,TOLL,10:52:29,11 ,08e,11:11:59,16W,06w,1,($5.57),Y,BUSINESS,N,$1076.39
07/19/2023,07/19/2023,02214781091,GSP,TOLL,,-,-,20:39:40,BRN,01N,1,($0.70),Y,BUSINESS,N,$1081.96
07/19/2023,07/19/2023,02214781099,GSP,TOLL,,-,-,19:00:28,BRS,04S,1,($0.70),Y,BUSINESS,N,$1082.66
07/19/2023,07/19/2023,02214781105,GSP,TOLL,,-,-,18:07:16,BER,12N,1,($2.02),Y,BUSINESS,N,$1083.36
07/19/2023,07/19/2023,02214781103,MTAB&T,TOLL,,-,-,11:49:48,RKB,010,-,($10.17),Y,BUSINESS,N,$1085.38
07/19/2023,07/19/2023,02214781103,MTAB&T,TOLL,,-,-,11:15:48,BWB,001,-,($10.17),Y,BUSINESS,N,$1095.55
07/19/2023,07/19/2023,02214781096,MTAB&T,TOLL,,-,-,01:55:44,BWB,002,-,($10.17),Y,BUSINESS,N,$1105.72
07/19/2023,07/19/2023,02214781096,MTAB&T,TOLL,,-,-,08:21:02,TNB,005,-,($10.17),Y,BUSINESS,N,$1115.89
07/19/2023,07/19/2023,02214781105,GSP,TOLL,,-,-,10:53:22,ASP,12N,1,($2.02),Y,BUSINESS,N,$1126.06
07/19/2023,07/19/2023,02214781105,GSP,TOLL,,-,-,10:41:00,LWN,04N,1,($0.70),Y,BUSINESS,N,$1128.08
07/19/2023,07/19/2023,02214781105,GSP,TOLL,,-,-,11:26:15,UNI,16N,1,($2.02),Y,BUSINESS,N,$1128.78
07/19/2023,07/19/2023,02212261422,PANYNJ,TOLL,,-,-,00:18:50,OBX,10,-,($12.75),Y,BUSINESS,N,$1130.80
07/19/2023,07/18/2023,02214781103,PANYNJ,TOLL,,-,-,18:37:06,GWU,02,-,($14.75),Y,BUSINESS,N,$1143.55
07/19/2023,07/19/2023,02212261422,MTAB&T,TOLL,,-,-,00:35:50,VNB,014,-,($10.17),Y,BUSINESS,N,$1158.30
07/19/2023,07/18/2023,02214781094,MTAB&T,TOLL,,-,-,21:41:27,VNB,003,-,($10.17),Y,BUSINESS,N,$1168.47
07/19/2023,07/18/2023,02214781103,MTAB&T,TOLL,,-,-,18:58:44,TNB,005,-,($10.17),Y,BUSINESS,N,$1178.64
07/19/2023,07/18/2023,02214781103,MTAB&T,TOLL,,-,-,12:34:54,MPB,001,-,($5.09),Y,BUSINESS,N,$1188.81
07/19/2023,07/18/2023,02214781103,DRJTBC,TOLL,00:00:00,-,-,15:15:48,O78,11W,1,($1.25),Y,BUSINESS,N,$1193.90
07/19/2023,07/18/2023,02212261422,GSP,TOLL,,-,-,23:56:37,EAT,03N,1,($2.02),Y,BUSINESS,N,$1195.15
07/19/2023,07/18/2023,02214781094,GSP,TOLL,,-,-,22:30:56,BRS,01S,1,($0.70),Y,BUSINESS,N,$1197.17
07/18/2023,07/18/2023,02214781094,GSP,TOLL,,-,-,22:04:24,RAS,12S,1,($2.02),Y,BUSINESS,N,$1197.87
07/18/2023,07/18/2023,02214781103,MTAB&T,TOLL,,-,-,13:00:40,VNB,007,-,($10.17),Y,BUSINESS,N,$1199.89
07/18/2023,07/18/2023,02214781087,GSP,TOLL,,-,-,18:45:33,LWS,01S,1,($0.70),Y,BUSINESS,N,$1210.06
07/18/2023,07/18/2023,02214781087,GSP,TOLL,,-,-,17:07:35,LWN,01N,1,($0.70),Y,BUSINESS,N,$1210.76
07/18/2023,07/17/2023,02214781091,NYSTA,TOLL,,-,-,12:08:13,HA,02S,2L,($1.37),Y,BUSINESS,N,$1211.46
07/18/2023,07/17/2023,02214781091,NYSTA,TOLL,,-,-,05:10:49,HA,02N,2L,($1.37),Y,BUSINESS,N,$1212.83
07/18/2023,07/13/2023,Z353586-NJ,PANYNJ,TOLL,,-,-,20:46:46,OBX,04,-,($12.75),Y,BUSINESS,N,$1214.20
07/18/2023,07/13/2023,Z353586-NJ,MTAB&T,TOLL,,-,-,21:02:05,VNB,020,-,($10.17),Y,BUSINESS,N,$1226.95
07/18/2023,07/17/2023,02214781103,MTAB&T,TOLL,,-,-,15:44:20,TNB,007,-,($10.17),Y,BUSINESS,N,$1237.12
07/18/2023,07/18/2023,02214781095,NJTP,TOLL,00:10:50,4  ,01E,00:33:25,5  ,04X,1,($0.96),Y,BUSINESS,N,$1247.29
07/18/2023,07/17/2023,02214781099,GSP,TOLL,,-,-,23:40:29,BRS,01S,1,($0.70),Y,BUSINESS,N,$1248.25
07/17/2023,07/17/2023,02214781099,GSP,TOLL,,-,-,21:17:17,ASP,10N,1,($2.02),Y,BUSINESS,N,$1248.95
07/17/2023,07/17/2023,02214781099,GSP,TOLL,,-,-,21:07:16,BRN,04N,1,($0.70),Y,BUSINESS,N,$1250.97
07/17/2023,07/17/2023,02214781105,GSP,TOLL,,-,-,19:32:48,RAS,14S,1,($2.02),Y,BUSINESS,N,$1251.67
07/17/2023,07/17/2023,02214781095,GSP,TOLL,,-,-,19:36:33,BKS,01S,1,($0.70),Y,BUSINESS,N,$1253.69
07/17/2023,07/17/2023,02214781095,GSP,TOLL,,-,-,19:30:27,TRV,11S,1,($1.01),Y,BUSINESS,N,$1254.39
07/17/2023,07/17/2023,02214781105,GSP,TOLL,,-,-,20:00:50,LWS,01S,1,($0.70),Y,BUSINESS,N,$1255.40
07/17/2023,07/17/2023,02214781105,NJTP,TOLL,19:08:54,16E,22E,19:28:59,11 ,13X,1,($5.57),Y,BUSINESS,N,$1256.10
07/17/2023,07/17/2023,02214781103,MTAB&T,TOLL,,-,-,14:44:14,TNB,001,-,($10.17),Y,BUSINESS,N,$1261.67
07/17/2023,07/17/2023,02214781091,GSP,TOLL,,-,-,14:37:35,RAS,15S,1,($2.02),Y,BUSINESS,N,$1271.84
07/17/2023,07/17/2023,02214781091,GSP,TOLL,,-,-,15:00:20,BES,03S,1,($0.70),Y,BUSINESS,N,$1273.86
07/17/2023,07/17/2023,02214781091,GSP,TOLL,,-,-,14:08:55,ESS,10S,1,($2.02),Y,BUSINESS,N,$1274.56
07/17/2023,07/16/2023,02214781101,NYSTA,TOLL,,-,-,08:30:41,HA,02S,2L,($1.37),Y,BUSINESS,N,$1276.58
07/17/2023,07/17/2023,02214781091,GSP,TOLL,,-,-,13:54:48,PVK,07S,1,($2.02),Y,BUSINESS,N,$1277.95
07/17/2023,07/16/2023,S83RRJ-NJ,MTAB&T,TOLL,,-,-,17:50:01,CBB,001,-,($5.09),Y,BUSINESS,N,$1279.97
07/17/2023,07/16/2023,02214781099,PANYNJ,TOLL,,-,-,18:34:02,OBX,04,-,($14.75),Y,BUSINESS,N,$1285.06
07/17/2023,07/16/2023,02214781099,MTAB&T,TOLL,,-,-,22:31:10,VNB,007,-,($10.17),Y,BUSINESS,N,$1299.81
07/17/2023,07/16/2023,02214781099,MTAB&T,TOLL,,-,-,19:05:30,VNB,013,-,($10.17),Y,BUSINESS,N,$1309.98
07/17/2023,07/14/2023,02214781091,NYSTA,TOLL,00:40:43,44 ,12E,01:34:02,39 ,11E,2L,($2.96),Y,BUSINESS,N,$1320.15
07/17/2023,07/16/2023,02214781099,GSP,TOLL,,-,-,23:14:28,BRS,04S,1,($0.70),Y,BUSINESS,N,$1323.11
07/17/2023,07/16/2023,02214781099,GSP,TOLL,,-,-,22:50:32,RAS,14S,1,($2.02),Y,BUSINESS,N,$1323.81
07/17/2023,07/16/2023,02214781105,GSP,TOLL,,-,-,22:35:36,UNI,16N,1,($2.02),Y,BUSINESS,N,$1325.83
07/17/2023,07/16/2023,02214781105,GSP,TOLL,,-,-,22:06:26,ASP,12N,1,($2.02),Y,BUSINESS,N,$1327.85
07/16/2023,07/16/2023,02214781105,GSP,TOLL,,-,-,21:55:45,LWN,04N,1,($0.70),Y,BUSINESS,N,$1329.87
07/16/2023,07/16/2023,02214781103,MTAB&T,TOLL,,-,-,17:14:08,CBB,004,-,($5.09),Y,BUSINESS,N,$1330.57
07/16/2023,07/16/2023,02214781099,GSP,TOLL,,-,-,17:52:48,ASP,07N,1,($2.02),Y,BUSINESS,N,$1335.66
